id,class,name,h27,h22,inc,inc_rate,area,density,family_h27,family_h22,family_inc,family_rate
42213,2,雲仙市,44115,47245,-3130,-6.6250396867,214.31,205.8,15376,15863,-487,-3.0700371935
42214,2,南島原市,46535,50363,-3828,-7.6008180609,170.11,273.6,16664,17160,-496,-2.8904428904
42307,3,長与町,42548,42535,13,0.0305630657,28.73,1481,16237,15478,759,4.9037343326
42308,3,時津町,29804,30110,-306,-1.0162736632,20.94,1423.3,11137,10787,350,3.2446463335
42321,3,東彼杵町,8298,8903,-605,-6.7954622038,74.29,111.7,2744,2747,-3,-0.1092100473
42322,3,川棚町,14067,14651,-584,-3.9860760358,37.35,376.6,5103,5144,-41,-0.7970451011
42323,3,波佐見町,14891,15227,-336,-2.2066066855,56,265.9,4957,4780,177,3.7029288703
42383,3,小値賀町,2560,2849,-289,-10.1439101439,25.53,100.3,1210,1287,-77,-5.9829059829
42391,3,佐々町,13626,13599,27,0.1985440106,32.27,422.2,5102,4884,218,4.4635544636
42411,3,新上五島町,19718,22074,-2356,-10.6731901785,213.94,92.2,8996,9620,-624,-6.4864864865
43100,1,熊本市,740822,734474,6348,0.8642919967,390.32,1898,315456,302413,13043,4.3129759633
43101,0,熊本市 中央区,186300,184353,1947,1.0561260191,25.45,7320.2,95754,92242,3512,3.8073762494
43102,0,熊本市 東区,190451,188082,2369,1.2595570017,50.19,3794.6,78406,74942,3464,4.6222411999
43103,0,熊本市 西区,93171,93805,-634,-0.6758701562,89.33,1043,38944,37610,1334,3.5469290082
43104,0,熊本市 南区,127769,122600,5169,4.2161500816,110.01,1161.4,47144,43499,3645,8.3795029771
43105,0,熊本市 北区,143131,145634,-2503,-1.7186920637,115.34,1240.9,55208,54120,1088,2.0103473762
43202,2,八代市,127472,132266,-4794,-3.6245142365,681.36,187.1,47972,47458,514,1.0830629188
43203,2,人吉市,33880,35611,-1731,-4.8608576002,210.55,160.9,13849,14001,-152,-1.0856367402
43204,2,荒尾市,53407,55321,-1914,-3.4598073064,57.37,930.9,20910,20898,12,0.0574217628
43205,2,水俣市,25411,26978,-1567,-5.8084365038,163.29,155.6,10639,10893,-254,-2.3317726981
43206,2,玉名市,66782,69541,-2759,-3.9674436663,152.6,437.6,24474,24344,130,0.5340124877
43208,2,山鹿市,52264,55391,-3127,-5.6453214421,299.69,174.4,19145,19308,-163,-0.844209654
43210,2,菊池市,48167,50194,-2027,-4.0383312747,276.85,174,16949,16706,243,1.4545672214
43211,2,宇土市,37026,37727,-701,-1.8580857211,74.3,498.3,13285,12808,477,3.7242348532
43212,2,上天草市,27006,29902,-2896,-9.684970905,126.91,212.8,10477,10994,-517,-4.7025650355
43213,2,宇城市,59756,61878,-2122,-3.429328679,188.61,316.8,21432,21077,355,1.6843004223
43214,2,阿蘇市,27018,28444,-1426,-5.0133595837,376.3,71.8,10078,10100,-22,-0.2178217822
43215,2,天草市,82739,89065,-6326,-7.1026778196,683.78,121,33224,34272,-1048,-3.0578898226
43216,2,合志市,58370,55002,3368,6.123413694,53.19,1097.4,20560,18913,1647,8.7082958811
43348,3,美里町,10333,11388,-1055,-9.2641376888,144,71.8,3611,3791,-180,-4.7480875758
43364,3,玉東町,5265,5554,-289,-5.203456968,24.33,216.4,1825,1825,0,0
43367,3,南関町,9786,10564,-778,-7.3646346081,68.92,142,3560,3681,-121,-3.2871502309
43368,3,長洲町,15889,16594,-705,-4.2485235627,19.43,817.8,6139,6051,88,1.4543050735
43369,3,和水町,10191,11247,-1056,-9.3891704455,98.78,103.2,3512,3624,-112,-3.0905077263
43403,3,大津町,33452,31234,2218,7.1012358327,99.1,337.6,12705,11478,1227,10.6900156822
43404,3,菊陽町,40984,37734,3250,8.6129220332,37.46,1094.1,15950,14124,1826,12.9283489097
43423,3,南小国町,4048,4429,-381,-8.6023933168,115.9,34.9,1642,1702,-60,-3.5252643948
43424,3,小国町,7187,7877,-690,-8.7596800812,136.94,52.5,2805,2875,-70,-2.4347826087
43425,3,産山村,1510,1606,-96,-5.9775840598,60.81,24.8,526,575,-49,-8.5217391304
43428,3,高森町,6325,6716,-391,-5.8219178082,175.06,36.1,2463,2524,-61,-2.4167987322
43432,3,西原村,6802,6792,10,0.1472320377,77.22,88.1,2341,2221,120,5.4029716344
43433,3,南阿蘇村,11503,11972,-469,-3.9174741062,137.32,83.8,4676,4610,66,1.431670282
43441,3,御船町,17237,17888,-651,-3.6393112701,99.03,174.1,6317,6224,93,1.4942159383
43442,3,嘉島町,9054,8676,378,4.356846473,16.65,543.8,3170,2930,240,8.1911262799
43443,3,益城町,33611,32676,935,2.8614273473,65.68,511.7,11477,10935,542,4.9565614998
43444,3,甲佐町,10717,11181,-464,-4.1498971469,57.93,185,3710,3693,17,0.4603303547
43447,3,山都町,15149,16981,-1832,-10.7885283552,544.67,27.8,5594,5906,-312,-5.2827632916
43468,3,氷川町,11994,12715,-721,-5.6704679512,33.36,359.5,3878,3973,-95,-2.3911401963
43482,3,芦北町,17661,19316,-1655,-8.5680265065,233.98,75.5,6481,6796,-315,-4.6350794585
43484,3,津奈木町,4673,5062,-389,-7.6847096009,34.09,137.1,1744,1826,-82,-4.4906900329
43501,3,錦町,10766,11075,-309,-2.7900677201,85.04,126.6,3641,3602,39,1.0827318157
43505,3,多良木町,9791,10554,-763,-7.2294864506,165.86,59,3537,3614,-77,-2.1306032097
43506,3,湯前町,3985,4375,-390,-8.9142857143,48.37,82.4,1479,1515,-36,-2.3762376238
43507,3,水上村,2232,2405,-173,-7.1933471933,190.96,11.7,822,854,-32,-3.7470725995
43510,3,相良村,4468,4934,-466,-9.4446696392,94.54,47.3,1504,1529,-25,-1.6350555919
43511,3,五木村,1055,1205,-150,-12.4481327801,252.92,4.2,461,503,-42,-8.3499005964
43512,3,山江村,3422,3681,-259,-7.036131486,121.19,28.2,1149,1163,-14,-1.203783319
43513,3,球磨村,3698,4249,-551,-12.9677571193,207.58,17.8,1368,1489,-121,-8.1262592344
43514,3,あさぎり町,15523,16638,-1115,-6.7015266258,159.56,97.3,5298,5414,-116,-2.1425932767
43531,3,苓北町,7739,8314,-575,-6.9160452249,67.57,114.5,2895,3002,-107,-3.564290473
44201,2,大分市,478146,474094,4052,0.8546828266,502.39,951.7,203515,195623,7892,4.0342904464
44202,2,別府市,122138,125385,-3247,-2.5896239582,125.34,974.5,55624,56070,-446,-0.7954342786
44203,2,中津市,83965,84312,-347,-0.4115665623,491.53,170.8,35785,34574,1211,3.5026320356
44204,2,日田市,66523,70940,-4417,-6.2263884973,666.03,99.9,25238,25551,-313,-1.2250009784
44205,2,佐伯市,72211,76951,-4740,-6.1597640057,903.11,80,29574,30511,-937,-3.0710235653
44206,2,臼杵市,38748,41469,-2721,-6.5615278883,291.2,133.1,15077,15394,-317,-2.0592438612
44207,2,津久見市,17969,19917,-1948,-9.7805894462,79.48,226.1,7518,7978,-460,-5.7658561043
44208,2,竹田市,22332,24423,-2091,-8.5616017688,477.53,46.8,9100,9588,-488,-5.0896954526
44209,2,豊後高田市,22853,23906,-1053,-4.4047519451,206.24,110.8,9572,9665,-93,-0.9622348681
44210,2,杵築市,30185,32083,-1898,-5.9159056198,280.08,107.8,12084,12181,-97,-0.796322141
44211,2,宇佐市,56258,59008,-2750,-4.6603850325,439.05,128.1,22524,22869,-345,-1.5085924177
44212,2,豊後大野市,36584,39452,-2868,-7.26959343,603.14,60.7,14326,14854,-528,-3.5545980881
44213,2,由布市,34262,34702,-440,-1.2679384474,319.32,107.3,13291,12874,417,3.239086531
44214,2,国東市,28647,32002,-3355,-10.4837197675,318.08,90.1,12112,13139,-1027,-7.8164243854
44322,3,姫島村,1991,2189,-198,-9.0452261307,6.98,285.2,879,913,-34,-3.7239868565
44341,3,日出町,28058,28221,-163,-0.5775840686,73.32,382.7,10855,10517,338,3.2138442522
44461,3,九重町,9645,10421,-776,-7.4465022551,271.37,35.5,3473,3601,-128,-3.5545681755
44462,3,玖珠町,15823,17054,-1231,-7.2182479184,286.51,55.2,5988,6149,-161,-2.6183119206
45201,2,宮崎市,401138,400583,555,0.1385480662,643.67,623.2,175408,170136,5272,3.0986975126
45202,2,都城市,165029,169602,-4573,-2.6963125435,653.36,252.6,69965,69856,109,0.1560352726
45203,2,延岡市,125159,131182,-6023,-4.5913311277,868.02,144.2,51751,52454,-703,-1.3402219087
45204,2,日南市,54090,57689,-3599,-6.2386243478,536.11,100.9,22678,23228,-550,-2.367831927
45205,2,小林市,46221,48270,-2049,-4.2448725917,562.95,82.1,19498,19576,-78,-0.3984470781
45206,2,日向市,61761,63223,-1462,-2.3124495832,336.93,183.3,24815,24791,24,0.096809326
45207,2,串間市,18779,20453,-1674,-8.1846183934,295.16,63.6,7952,8417,-465,-5.5245336818
45208,2,西都市,30683,32614,-1931,-5.9207702214,438.79,69.9,12004,12197,-193,-1.5823563171
45209,2,えびの市,19538,21606,-2068,-9.5714153476,282.93,69.1,8568,9078,-510,-5.6179775281
45341,3,三股町,25404,24800,604,2.435483871,110.02,230.9,9967,9503,464,4.882668631
45361,3,高原町,9300,10000,-700,-7,85.39,108.9,3914,4042,-128,-3.1667491341
45382,3,国富町,19606,20909,-1303,-6.2317662251,130.63,150.1,7606,7746,-140,-1.8073844565
45383,3,綾町,7345,7224,121,1.6749723145,95.19,77.2,2915,2851,64,2.2448263767
45401,3,高鍋町,21025,21733,-708,-3.2577186767,43.8,480,8678,8668,10,0.1153668666
45402,3,新富町,17373,18092,-719,-3.9741322131,61.53,282.4,6376,6362,14,0.220056586
45403,3,西米良村,1089,1241,-152,-12.248186946,271.51,4,509,598,-89,-14.8829431438
45404,3,木城町,5231,5177,54,1.04307514,145.96,35.8,1958,1897,61,3.2156035846
45405,3,川南町,16109,17009,-900,-5.2913163619,90.12,178.8,5936,6020,-84,-1.3953488372
45406,3,都農町,10391,11137,-746,-6.6983927449,102.11,101.8,3940,4024,-84,-2.0874751491
45421,3,門川町,18183,18854,-671,-3.5589264877,120.51,150.9,6824,6840,-16,-0.2339181287
45429,3,諸塚村,1739,1882,-143,-7.5982996812,187.56,9.3,688,719,-31,-4.3115438108
45430,3,椎葉村,2808,3092,-284,-9.1849935317,537.29,5.2,1128,1203,-75,-6.2344139651
45431,3,美郷町,5480,6248,-768,-12.2919334187,448.84,12.2,2332,2516,-184,-7.3131955485
45441,3,高千穂町,12755,13723,-968,-7.0538511987,237.54,53.7,4678,4794,-116,-2.4196912808
45442,3,日之影町,3946,4463,-517,-11.5841362312,277.67,14.2,1493,1621,-128,-7.8963602714
45443,3,五ヶ瀬町,3887,4427,-540,-12.1978766659,171.73,22.6,1277,1368,-91,-6.6520467836
46201,2,鹿児島市,599814,605846,-6032,-0.9956325535,547.55,1095.5,270269,264686,5583,2.1092917646
46203,2,鹿屋市,103608,105070,-1462,-1.3914533168,448.15,231.2,44911,44404,507,1.141789028
46204,2,枕崎市,22046,23638,-1592,-6.7349183518,74.78,294.8,10062,10434,-372,-3.5652673951
46206,2,阿久根市,21198,23154,-1956,-8.4477844001,134.29,157.9,9196,9830,-634,-6.4496439471
46208,2,出水市,53758,55621,-1863,-3.3494543428,329.98,162.9,22508,22555,-47,-0.2083795167
46210,2,指宿市,41831,44396,-2565,-5.7775475268,148.84,281,18509,19210,-701,-3.6491410724
46213,2,西之表市,15967,16951,-984,-5.8049672586,205.66,77.6,7368,7569,-201,-2.6555687673
46214,2,垂水市,15520,17248,-1728,-10.0185528757,162.12,95.7,6988,7470,-482,-6.452476573
46215,2,薩摩川内市,96076,99589,-3513,-3.5274980168,682.92,140.7,40686,41449,-763,-1.840816425
46216,2,日置市,49249,50822,-1573,-3.0951162882,253.01,194.7,19649,19916,-267,-1.3406306487
46217,2,曽於市,36557,39221,-2664,-6.7922796461,390.11,93.7,16134,16859,-725,-4.3003736876
46218,2,霧島市,125857,127487,-1630,-1.2785617357,603.18,208.7,54334,53971,363,0.6725834244
46219,2,いちき串木野市,29282,31144,-1862,-5.9786796815,112.3,260.7,12159,12315,-156,-1.2667478685
46220,2,南さつま市,35439,38704,-3265,-8.435820587,283.59,125,15361,16419,-1058,-6.4437541872
46221,2,志布志市,31479,33034,-1555,-4.7072712962,290.28,108.4,13869,14149,-280,-1.9789384409
46222,2,奄美市,43156,46121,-2965,-6.4287417879,308.27,140,19627,20114,-487,-2.4211991648
46223,2,南九州市,36352,39065,-2713,-6.9448355305,357.91,101.6,15349,16069,-720,-4.4806770801
46224,2,伊佐市,26810,29304,-2494,-8.5107835108,392.56,68.3,12110,12798,-688,-5.375839975
46225,2,姶良市,75173,74809,364,0.4865724712,231.25,325.1,31435,30478,957,3.1399698143
46303,3,三島村,407,418,-11,-2.6315789474,31.4,13,223,242,-19,-7.8512396694
46304,3,十島村,756,657,99,15.0684931507,101.14,7.5,427,396,31,7.8282828283
46392,3,さつま町,22400,24109,-1709,-7.0886390974,303.9,73.7,9690,9969,-279,-2.7986758953
46404,3,長島町,10431,11105,-674,-6.069338136,116.13,89.8,4137,4303,-166,-3.8577736463
46452,3,湧水町,10327,11595,-1268,-10.9357481673,144.29,71.6,4323,4653,-330,-7.0921985816
46468,3,大崎町,13241,14215,-974,-6.8519169891,100.67,131.5,6074,6380,-306,-4.7962382445
46482,3,東串良町,6530,6802,-272,-3.9988238753,27.78,235.1,2826,2964,-138,-4.6558704453
46490,3,錦江町,7923,8987,-1064,-11.8393234672,163.19,48.6,3442,3804,-362,-9.516298633
46491,3,南大隅町,7542,8815,-1273,-14.4412932501,213.57,35.3,3559,4005,-446,-11.1360799001
46492,3,肝付町,15664,17160,-1496,-8.7179487179,308.1,50.8,6974,7518,-544,-7.2359670125
46501,3,中種子町,8135,8696,-561,-6.4512419503,137.18,59.3,3741,3946,-205,-5.1951343132
46502,3,南種子町,5745,6218,-473,-7.6069475716,110.36,52.1,2727,2834,-107,-3.7755822159
46505,3,屋久島町,12913,13589,-676,-4.9746118184,540.48,23.9,6133,6248,-115,-1.8405889885
46523,3,大和村,1530,1765,-235,-13.3144475921,88.26,17.3,709,831,-122,-14.6811070999
46524,3,宇検村,1722,1932,-210,-10.8695652174,103.07,16.7,866,935,-69,-7.3796791444
46525,3,瀬戸内町,9042,9874,-832,-8.4261697387,239.65,37.7,4413,4677,-264,-5.6446440026
46527,3,龍郷町,5806,6078,-272,-4.4751563014,81.82,71,2414,2468,-54,-2.188006483
46529,3,喜界町,7212,8169,-957,-11.7150201983,56.82,126.9,3363,3634,-271,-7.4573472757
46530,3,徳之島町,11160,12090,-930,-7.6923076923,104.92,106.4,4960,5230,-270,-5.1625239006
46531,3,天城町,5975,6653,-678,-10.1908913272,80.4,74.3,2623,2841,-218,-7.6733544527
46532,3,伊仙町,6362,6844,-482,-7.0426651081,62.71,101.5,2885,3035,-150,-4.942339374
46533,3,和泊町,6783,7114,-331,-4.6527973011,40.39,167.9,2909,2909,0,0
46534,3,知名町,6213,6806,-593,-8.712900382,53.3,116.6,2692,2862,-170,-5.9399021663
46535,3,与論町,5186,5327,-141,-2.6468931857,20.58,252,2056,2007,49,2.4414549078
47201,2,那覇市,319435,315954,3481,1.1017426587,39.57,8072.7,135532,129512,6020,4.6482179258
47205,2,宜野湾市,96243,91928,4315,4.6938908711,19.8,4860.8,39333,36361,2972,8.1735925855
47207,2,石垣市,47564,46922,642,1.3682281233,229.34,207.4,20514,19212,1302,6.777014366
47208,2,浦添市,114232,110351,3881,3.5169595201,19.48,5864.1,44041,40927,3114,7.6086690938
47209,2,名護市,61674,60231,1443,2.3957762614,210.9,292.4,26142,24277,1865,7.6821683075
47210,2,糸満市,58547,57320,1227,2.1406140963,46.62,1255.8,20647,19249,1398,7.2627149462
47211,2,沖縄市,139279,130249,9030,6.9328747246,49.72,2801.3,53325,47999,5326,11.0960645013
47212,2,豊見城市,61119,57261,3858,6.7375700739,19.6,3118.3,21780,19332,2448,12.6629422719
47213,2,うるま市,118898,116979,1919,1.6404653827,87.01,1366.5,42378,38344,4034,10.5205508033
47214,2,宮古島市,51186,52039,-853,-1.6391552489,204.2,250.7,21977,21196,781,3.6846574825
47215,2,南城市,42016,39758,2258,5.6793601288,49.94,841.3,14295,12676,1619,12.7721678763
47301,3,国頭村,4908,5188,-280,-5.3970701619,194.8,25.2,2061,2114,-53,-2.5070955535
47302,3,大宜味村,3060,3221,-161,-4.9984476871,63.55,48.2,1262,1267,-5,-0.3946329913
47303,3,東村,1720,1794,-74,-4.1248606466,81.88,21,748,691,57,8.2489146165
47306,3,今帰仁村,9531,9257,274,2.959922221,39.93,238.7,3490,3368,122,3.622327791
47308,3,本部町,13536,13870,-334,-2.408074982,54.35,249.1,5237,5049,188,3.7235096059
47311,3,恩納村,10652,10144,508,5.0078864353,50.82,209.6,4065,3801,264,6.9455406472
47313,3,宜野座村,5597,5331,266,4.9896829863,31.3,178.8,2003,1823,180,9.873834339
47314,3,金武町,11232,11066,166,1.5000903669,37.84,296.8,4611,4373,238,5.4424879945
47315,3,伊江村,4260,4737,-477,-10.0696643445,22.78,187,1917,1915,2,0.1044386423
47324,3,読谷村,39504,38200,1304,3.4136125654,35.28,1119.7,13658,12422,1236,9.9500885526
47325,3,嘉手納町,13685,13827,-142,-1.026976206,15.12,905.1,5069,4937,132,2.6736884748
47326,3,北谷町,28308,27264,1044,3.8292253521,13.93,2032.2,10724,9903,821,8.2904170453
47327,3,北中城村,16148,15951,197,1.2350322864,11.54,1399.3,5541,5220,321,6.1494252874
47328,3,中城村,19454,17680,1774,10.0339366516,15.53,1252.7,7209,6268,941,15.0127632419
47329,3,西原町,34508,34766,-258,-0.7421043548,15.9,2170.3,12641,12118,523,4.3158937118
47348,3,与那原町,18410,16318,2092,12.8201985537,5.18,3554.1,7003,5805,1198,20.6373815676
47350,3,南風原町,37502,35244,2258,6.4067642719,10.76,3485.3,12763,11254,1509,13.4085658433
47353,3,渡嘉敷村,730,760,-30,-3.9473684211,19.23,38,417,429,-12,-2.7972027972
47354,3,座間味村,870,865,5,0.5780346821,16.74,52,453,459,-6,-1.3071895425
47355,3,粟国村,759,863,-104,-12.0509849363,7.65,99.2,429,379,50,13.1926121372
47356,3,渡名喜村,430,452,-22,-4.8672566372,3.87,111.1,267,246,21,8.5365853659
47357,3,南大東村,1329,1442,-113,-7.8363384189,30.53,43.5,686,713,-27,-3.7868162693
47358,3,北大東村,629,665,-36,-5.4135338346,13.09,48.1,333,378,-45,-11.9047619048
47359,3,伊平屋村,1238,1385,-147,-10.6137184116,21.82,56.7,516,523,-7,-1.3384321224
47360,3,伊是名村,1517,1589,-72,-4.5311516677,15.42,98.4,695,699,-4,-0.5722460658
47361,3,久米島町,7755,8519,-764,-8.9681887545,63.65,121.8,3365,3601,-236,-6.5537350736
47362,3,八重瀬町,29066,26681,2385,8.9389453169,26.96,1078.1,9625,8139,1486,18.257771225
47375,3,多良間村,1194,1231,-37,-3.0056864338,21.99,54.3,470,499,-29,-5.8116232465
47381,3,竹富町,3998,3859,139,3.6019694221,334.39,12,2122,2000,122,6.1
47382,3,与那国町,1843,1657,186,11.2251056126,28.96,63.6,1080,713,367,51.4726507714
