id,class,name,h27,h22,inc,inc_rate,area,density,family_h27,family_h22,family_inc,family_rate
01100,1,札幌市,1952356,1913545,38811,2.0282251005,1121.26,1741.2,921837,885848,35989,4.0626608628
01101,0,札幌市 中央区,237627,220189,17438,7.9195600144,46.42,5119.1,132006,120741,11265,9.329887942
01102,0,札幌市 北区,285321,278781,6540,2.3459274484,63.57,4488.3,133662,127440,6222,4.8822975518
01103,0,札幌市 東区,261912,255873,6039,2.3601552333,56.97,4597.4,124425,118939,5486,4.6124483979
01104,0,札幌市 白石区,209584,204259,5325,2.60698427,34.47,6080.2,104608,100444,4164,4.1455935646
01105,0,札幌市 豊平区,218652,212118,6534,3.0803609312,46.23,4729.7,110171,107179,2992,2.7915916364
01106,0,札幌市 南区,141190,146341,-5151,-3.5198611462,657.48,214.7,61291,62776,-1485,-2.3655537148
01107,0,札幌市 西区,213578,211229,2349,1.112063211,75.1,2843.9,97750,96421,1329,1.3783304467
01108,0,札幌市 厚別区,127767,128492,-725,-0.5642374623,24.38,5240.6,55585,54099,1486,2.7468160225
01109,0,札幌市 手稲区,140999,139644,1355,0.9703245395,56.77,2483.7,57333,55050,2283,4.1471389646
01110,0,札幌市 清田区,115726,116619,-893,-0.7657414315,59.87,1933,45006,42759,2247,5.2550340279
01202,2,函館市,265979,279127,-13148,-4.710400642,677.86,392.4,123950,126180,-2230,-1.7673165319
01203,2,小樽市,121924,131928,-10004,-7.5829240192,243.83,500,55466,57711,-2245,-3.8900729497
01204,2,旭川市,339605,347095,-7490,-2.1579106585,747.66,454.2,155747,154393,1354,0.8769827648
01205,2,室蘭市,88564,94535,-5971,-6.3161791929,80.88,1095,43616,45029,-1413,-3.1379777477
01206,2,釧路市,174742,181169,-6427,-3.5475164073,1362.92,128.2,82078,81015,1063,1.312102697
01207,2,帯広市,169327,168057,1270,0.7556959841,619.34,273.4,77707,75474,2233,2.9586347616
01208,2,北見市,121226,125689,-4463,-3.550827837,1427.41,84.9,56202,56012,190,0.3392130258
01209,2,夕張市,8843,10922,-2079,-19.0349752793,763.07,11.6,4539,5558,-1019,-18.3339330694
01210,2,岩見沢市,84499,90145,-5646,-6.2632425537,481.02,175.7,36155,36723,-568,-1.546714593
01211,2,網走市,39077,40998,-1921,-4.6855944192,471,83,18035,18112,-77,-0.4251325088
01212,2,留萌市,22221,24457,-2236,-9.1425767674,297.83,74.6,10402,11044,-642,-5.8131111916
01213,2,苫小牧市,172737,173320,-583,-0.3363720286,561.57,307.6,78298,76289,2009,2.6334071753
01214,2,稚内市,36380,39595,-3215,-8.1197120849,761.47,47.8,16486,17343,-857,-4.9414749467
01215,2,美唄市,23035,26034,-2999,-11.5195513559,277.69,83,10173,10992,-819,-7.4508733624
01216,2,芦別市,14676,16628,-1952,-11.7392350253,865.04,17,6862,7526,-664,-8.8227478076
01217,2,江別市,120636,123722,-3086,-2.494301741,187.38,643.8,51983,51170,813,1.5888215751
01218,2,赤平市,11105,12637,-1532,-12.1231304898,129.88,85.5,4980,5585,-605,-10.8325872874
01219,2,紋別市,23109,24750,-1641,-6.6303030303,830.78,27.8,11127,11390,-263,-2.3090430202
01220,2,士別市,19914,21787,-1873,-8.5968696929,1119.22,17.8,8650,9100,-450,-4.9450549451
01221,2,名寄市,29048,30591,-1543,-5.0439671799,535.2,54.3,13086,13348,-262,-1.962840875
01222,2,三笠市,9076,10221,-1145,-11.2024263771,302.52,30,4254,4776,-522,-10.9296482412
01223,2,根室市,26917,29201,-2284,-7.8216499435,506.25,65.4,11383,11897,-514,-4.3204169118
01224,2,千歳市,95648,93604,2044,2.1836673646,594.5,160.9,40638,38541,2097,5.4409589787
01225,2,滝川市,41192,43170,-1978,-4.5818855687,115.9,355.4,18651,18947,-296,-1.5622525994
01226,2,砂川市,17694,19056,-1362,-7.1473551637,78.68,224.9,7858,8415,-557,-6.6191325015
01227,2,歌志内市,3585,4387,-802,-18.2812856166,55.95,64.1,1665,2000,-335,-16.75
01228,2,深川市,21909,23709,-1800,-7.5920536505,529.42,41.4,9669,10100,-431,-4.2673267327
01229,2,富良野市,22936,24259,-1323,-5.4536460695,600.71,38.2,9929,10074,-145,-1.4393488187
01230,2,登別市,49625,51526,-1901,-3.6893995265,212.21,233.8,21681,21717,-36,-0.1657687526
01231,2,恵庭市,69702,69384,318,0.4583189208,294.65,236.6,28846,27634,1212,4.3859014258
01233,2,伊達市,34995,36278,-1283,-3.5365786427,444.21,78.8,15054,15287,-233,-1.5241708641
01234,2,北広島市,59064,60353,-1289,-2.1357678989,119.05,496.1,23551,22991,560,2.4357357227
01235,2,石狩市,57436,59449,-2013,-3.386095645,722.42,79.5,22632,22603,29,0.1283015529
01236,2,北斗市,46390,48032,-1642,-3.4185542971,397.44,116.7,18508,18412,96,0.5213990876
01303,3,当別町,17278,18766,-1488,-7.9292337206,422.86,40.9,7327,7400,-73,-0.9864864865
01304,3,新篠津村,3329,3515,-186,-5.2916073969,78.04,42.7,1070,1086,-16,-1.4732965009
01331,3,松前町,7337,8748,-1411,-16.1294010059,293.25,25,3571,3959,-388,-9.8004546603
01332,3,福島町,4422,5114,-692,-13.5314822057,187.28,23.6,2039,2194,-155,-7.064721969
01333,3,知内町,4653,5074,-421,-8.297201419,196.75,23.6,2003,2009,-6,-0.2986560478
01334,3,木古内町,4547,5341,-794,-14.8661299382,221.87,20.5,2140,2317,-177,-7.639188606
01337,3,七飯町,28120,28463,-343,-1.205073253,216.75,129.7,11141,10891,250,2.2954733266
01343,3,鹿部町,4226,4767,-541,-11.3488567233,110.64,38.2,1660,1675,-15,-0.8955223881
01345,3,森町,15946,17859,-1913,-10.7116859847,368.79,43.2,6628,7103,-475,-6.6873152189
01346,3,八雲町,17252,18896,-1644,-8.700254022,956.07,18,7523,7892,-369,-4.6756208819
01347,3,長万部町,5926,6386,-460,-7.203257125,310.76,19.1,2685,2847,-162,-5.6902002107
01361,3,江差町,8248,9004,-756,-8.3962683252,109.53,75.3,3752,3968,-216,-5.4435483871
01362,3,上ノ国町,4876,5428,-552,-10.1694915254,547.71,8.9,2173,2307,-134,-5.8084091894
01363,3,厚沢部町,4049,4409,-360,-8.1651168065,460.58,8.8,1765,1868,-103,-5.5139186296
01364,3,乙部町,3906,4408,-502,-11.388384755,162.59,24,1729,1863,-134,-7.1926999463
01367,3,奥尻町,2690,3033,-343,-11.3089350478,142.97,18.8,1270,1364,-94,-6.8914956012
01370,3,今金町,5628,6186,-558,-9.0203685742,568.25,9.9,2280,2388,-108,-4.5226130653
01371,3,せたな町,8473,9590,-1117,-11.6475495308,638.69,13.3,3862,4169,-307,-7.3638762293
01391,3,島牧村,1499,1781,-282,-15.8338012353,437.18,3.4,661,742,-81,-10.9164420485
01392,3,寿都町,3137,3443,-306,-8.887598025,95.24,32.9,1420,1536,-116,-7.5520833333
01393,3,黒松内町,3082,3250,-168,-5.1692307692,345.65,8.9,1336,1353,-17,-1.2564671101
01394,3,蘭越町,4843,5292,-449,-8.4845049131,449.78,10.8,2086,2129,-43,-2.0197275716
01395,3,ニセコ町,4958,4823,135,2.7990877047,197.13,25.2,2274,2054,220,10.7108081792
01396,3,真狩村,2103,2189,-86,-3.928734582,114.25,18.4,855,867,-12,-1.384083045
01397,3,留寿都村,1907,2034,-127,-6.2438544739,119.84,15.9,915,883,32,3.62400906
01398,3,喜茂別町,2294,2490,-196,-7.8714859438,189.41,12.1,1123,1207,-84,-6.9594034797
01399,3,京極町,3187,3811,-624,-16.3736552086,231.49,13.8,1281,1740,-459,-26.3793103448
01400,3,倶知安町,15018,15568,-550,-3.5328879753,261.34,57.5,6974,7102,-128,-1.8023092087
01401,3,共和町,6224,6428,-204,-3.1736154325,304.91,20.4,2854,2698,156,5.7820607858
01402,3,岩内町,13042,14451,-1409,-9.7501902982,70.6,184.7,6228,6555,-327,-4.9885583524
01403,3,泊村,1771,1883,-112,-5.9479553903,82.28,21.5,886,855,31,3.6257309942
01404,3,神恵内村,1004,1122,-118,-10.5169340463,147.8,6.8,434,473,-39,-8.245243129
01405,3,積丹町,2115,2516,-401,-15.9379968203,238.14,8.9,994,1175,-181,-15.4042553191
01406,3,古平町,3188,3611,-423,-11.714206591,188.36,16.9,1446,1588,-142,-8.9420654912
01407,3,仁木町,3498,3800,-302,-7.9473684211,167.96,20.8,1480,1493,-13,-0.8707300737
01408,3,余市町,19607,21258,-1651,-7.7664879104,140.59,139.5,8769,9051,-282,-3.1156778257
01409,3,赤井川村,1121,1262,-141,-11.1727416799,280.09,4,534,619,-85,-13.731825525
01423,3,南幌町,7927,8778,-851,-9.6946912736,81.36,97.4,2973,3068,-95,-3.0964797914
01424,3,奈井江町,5674,6194,-520,-8.3952211818,88.19,64.3,2466,2622,-156,-5.9496567506
01425,3,上砂川町,3479,4086,-607,-14.8556045032,39.98,87,1744,1954,-210,-10.747185261
01427,3,由仁町,5314,5896,-582,-9.8710990502,133.74,39.7,2149,2258,-109,-4.8272807795
01428,3,長沼町,11076,11691,-615,-5.2604567616,168.52,65.7,4257,4324,-67,-1.5494912118
01429,3,栗山町,12344,13340,-996,-7.4662668666,203.93,60.5,5186,5484,-298,-5.4339897885
01430,3,月形町,4577,4859,-282,-5.8036633052,150.4,30.4,1466,1511,-45,-2.9781601588
01431,3,浦臼町,1985,2206,-221,-10.0181323663,101.83,19.5,850,920,-70,-7.6086956522
01432,3,新十津川町,6831,7249,-418,-5.7663125948,495.47,13.8,2570,2694,-124,-4.6028210839
01433,3,妹背牛町,3091,3462,-371,-10.7163489313,48.64,63.5,1269,1356,-87,-6.4159292035
01434,3,秩父別町,2513,2730,-217,-7.9487179487,47.18,53.3,1017,1052,-35,-3.3269961977
01436,3,雨竜町,2749,3049,-300,-9.839291571,191.15,14.4,1005,1067,-62,-5.8106841612
01437,3,北竜町,1981,2193,-212,-9.667122663,158.7,12.5,782,805,-23,-2.8571428571
01438,3,沼田町,3181,3612,-431,-11.9324473976,283.35,11.2,1333,1437,-104,-7.2372999304
01452,3,鷹栖町,7018,7345,-327,-4.4520081688,139.42,50.3,2717,2732,-15,-0.5490483163
01453,3,東神楽町,10233,9292,941,10.12699096,68.5,149.4,3657,3290,367,11.1550151976
01454,3,当麻町,6689,7087,-398,-5.6159164668,204.9,32.6,2698,2743,-45,-1.6405395552
01455,3,比布町,3777,4042,-265,-6.5561603167,86.9,43.5,1586,1639,-53,-3.2336790726
01456,3,愛別町,2976,3328,-352,-10.5769230769,250.13,11.9,1305,1332,-27,-2.027027027
01457,3,上川町,4044,4532,-488,-10.7678729038,1049.47,3.9,2102,2303,-201,-8.7277464177
01458,3,東川町,8111,7859,252,3.2065148238,247.3,32.8,3148,2983,165,5.5313442843
01459,3,美瑛町,10292,10956,-664,-6.0606060606,676.78,15.2,4288,4301,-13,-0.3022552895
01460,3,上富良野町,10826,11545,-719,-6.2278042443,237.1,45.7,4363,4416,-53,-1.2001811594
01461,3,中富良野町,5069,5477,-408,-7.4493335768,108.65,46.7,2025,2015,10,0.4962779156
01462,3,南富良野町,2555,2814,-259,-9.2039800995,665.54,3.8,1132,1199,-67,-5.5879899917
01463,3,占冠村,1211,1394,-183,-13.1276901004,571.41,2.1,704,794,-90,-11.3350125945
01464,3,和寒町,3596,3832,-236,-6.1586638831,225.11,16,1533,1601,-68,-4.2473454091
01465,3,剣淵町,3228,3565,-337,-9.4530154278,130.99,24.6,1330,1329,1,0.0752445448
01468,3,下川町,3547,3775,-228,-6.0397350993,644.2,5.5,1674,1685,-11,-0.6528189911
01469,3,美深町,4659,5178,-519,-10.023174971,672.09,6.9,2041,2194,-153,-6.9735642662
01470,3,音威子府村,832,995,-163,-16.3819095477,275.63,3,405,486,-81,-16.6666666667
01471,3,中川町,1767,1907,-140,-7.3413738857,594.74,3,897,926,-29,-3.13174946
01472,3,幌加内町,1525,1710,-185,-10.8187134503,767.04,2,690,780,-90,-11.5384615385
01481,3,増毛町,4497,5078,-581,-11.4415124065,369.71,12.2,2051,2208,-157,-7.1105072464
01482,3,小平町,3336,3717,-381,-10.2502017756,627.22,5.3,1406,1512,-106,-7.0105820106
01483,3,苫前町,3265,3656,-391,-10.6947483589,454.6,7.2,1420,1520,-100,-6.5789473684
01484,3,羽幌町,7327,7964,-637,-7.9984932195,472.65,15.5,3367,3534,-167,-4.7255234861
01485,3,初山別村,1217,1369,-152,-11.1029948868,279.51,4.4,537,579,-42,-7.2538860104
01486,3,遠別町,2806,3084,-278,-9.0142671855,590.8,4.7,1225,1304,-79,-6.0582822086
01487,3,天塩町,3243,3780,-537,-14.2063492063,353.56,9.2,1502,1619,-117,-7.2266831377
01511,3,猿払村,2684,2825,-141,-4.9911504425,589.97,4.5,1174,1220,-46,-3.7704918033
01512,3,浜頓別町,3881,4168,-287,-6.8857965451,401.64,9.7,1845,1868,-23,-1.2312633833
01513,3,中頓別町,1757,1974,-217,-10.9929078014,398.51,4.4,775,817,-42,-5.1407588739
01514,3,枝幸町,8437,9125,-688,-7.5397260274,1115.93,7.6,3772,3952,-180,-4.5546558704
01516,3,豊富町,4054,4378,-324,-7.4006395614,520.69,7.8,1782,1854,-72,-3.8834951456
01517,3,礼文町,2773,3078,-305,-9.9090318389,81.64,34,1353,1445,-92,-6.3667820069
01518,3,利尻町,2303,2590,-287,-11.0810810811,76.51,30.1,1154,1313,-159,-12.1096725057
01519,3,利尻富士町,2787,3037,-250,-8.231807705,105.61,26.4,1264,1363,-99,-7.2633895818
01520,3,幌延町,2447,2677,-230,-8.5917071349,574.1,4.3,1138,1224,-86,-7.0261437908
01543,3,美幌町,20296,21575,-1279,-5.9281575898,438.41,46.3,8626,8725,-99,-1.1346704871
01544,3,津別町,5008,5646,-638,-11.3000354233,716.8,7,2231,2358,-127,-5.3859202714
01545,3,斜里町,12231,13045,-814,-6.2399386738,737.12,16.6,5547,5759,-212,-3.6811946518
01546,3,清里町,4221,4551,-330,-7.2511535926,402.76,10.5,1671,1784,-113,-6.3340807175
01547,3,小清水町,5085,5358,-273,-5.0951847704,286.89,17.7,2033,2069,-36,-1.7399710005
01549,3,訓子府町,5100,5435,-335,-6.1637534499,190.95,26.7,1910,1956,-46,-2.3517382413
01550,3,置戸町,3092,3428,-336,-9.8016336056,527.27,5.9,1304,1367,-63,-4.608632041
01552,3,佐呂間町,5362,5892,-530,-8.9952477936,404.94,13.2,2311,2415,-104,-4.3064182195
01555,3,遠軽町,20873,22265,-1392,-6.2519649674,1332.45,15.7,9278,9617,-339,-3.5250077987
01559,3,湧別町,9231,10041,-810,-8.066925605,505.79,18.3,3861,4010,-149,-3.7157107232
01560,3,滝上町,2721,3028,-307,-10.1387054161,766.89,3.5,1295,1376,-81,-5.886627907
01561,3,興部町,3909,4301,-392,-9.1141594978,362.54,10.8,1757,1877,-120,-6.3931806074
01562,3,西興部村,1116,1135,-19,-1.6740088106,308.08,3.6,501,516,-15,-2.9069767442
01563,3,雄武町,4525,4939,-414,-8.3822636161,636.86,7.1,2062,2228,-166,-7.4506283662
01564,3,大空町,7360,7933,-573,-7.2229925627,343.66,21.4,2874,2967,-93,-3.134479272
01571,3,豊浦町,4291,4528,-237,-5.2340989399,233.57,18.4,1973,1944,29,1.4917695473
01575,3,壮瞥町,2922,3232,-310,-9.5915841584,205.01,14.3,1168,1226,-58,-4.7308319739
01578,3,白老町,17740,19376,-1636,-8.4434351775,425.64,41.7,7955,8412,-457,-5.4327151688
01581,3,厚真町,4838,4890,-52,-1.063394683,404.61,12,2126,1972,154,7.8093306288
01584,3,洞爺湖町,9299,10132,-833,-8.2214765101,180.81,51.4,4240,4461,-221,-4.954046178
01585,3,安平町,8148,8726,-578,-6.6238826496,237.16,34.4,3651,3753,-102,-2.7178257394
01586,3,むかわ町,8596,9746,-1150,-11.7997127026,711.36,12.1,3784,4127,-343,-8.3111218803
01601,3,日高町,12378,13615,-1237,-9.0855673889,992.11,12.5,5781,6064,-283,-4.6668865435
01602,3,平取町,5315,5596,-281,-5.0214438885,743.09,7.2,2373,2412,-39,-1.6169154229
01604,3,新冠町,5592,5775,-183,-3.1688311688,585.81,9.5,2405,2388,17,0.7118927973
01607,3,浦河町,13075,14389,-1314,-9.1319758149,694.26,18.8,6178,6358,-180,-2.8310789556
01608,3,様似町,4518,5114,-596,-11.6542823621,364.3,12.4,2044,2206,-162,-7.3436083409
01609,3,えりも町,4906,5413,-507,-9.3663402919,284,17.3,1929,2036,-107,-5.2554027505
01610,3,新ひだか町,23231,25419,-2188,-8.6077343719,1147.55,20.2,10443,11015,-572,-5.1929187472
01631,3,音更町,44807,45085,-278,-0.6166130642,466.02,96.1,18019,17660,359,2.0328425821
01632,3,士幌町,6132,6416,-284,-4.4264339152,259.19,23.7,2479,2458,21,0.8543531326
01633,3,上士幌町,4765,5080,-315,-6.2007874016,694.23,6.9,2177,2225,-48,-2.1573033708
01634,3,鹿追町,5542,5702,-160,-2.8060329709,402.88,13.8,2258,2270,-12,-0.5286343612
01635,3,新得町,6288,6653,-365,-5.486246806,1063.83,5.9,3043,3106,-63,-2.0283322601
01636,3,清水町,9599,9961,-362,-3.6341732758,402.25,23.9,4131,4097,34,0.8298755187
01637,3,芽室町,18484,18905,-421,-2.2269240942,513.76,36,7169,7089,80,1.1285089575
01638,3,中札内村,3966,4006,-40,-0.9985022466,292.58,13.6,1609,1570,39,2.4840764331
01639,3,更別村,3185,3391,-206,-6.0749041581,176.9,18,1239,1274,-35,-2.7472527473
01641,3,大樹町,5738,5977,-239,-3.9986615359,815.68,7,2534,2533,1,0.0394788788
01642,3,広尾町,7030,7881,-851,-10.7981220657,596.54,11.8,3157,3294,-137,-4.1590771099
01643,3,幕別町,26760,26547,213,0.8023505481,477.64,56,10944,10359,585,5.6472632493
01644,3,池田町,6882,7527,-645,-8.5691510562,371.79,18.5,3044,3189,-145,-4.5468798997
01645,3,豊頃町,3182,3394,-212,-6.2463170301,536.71,5.9,1362,1376,-14,-1.0174418605
01646,3,本別町,7358,8275,-917,-11.081570997,391.91,18.8,3260,3482,-222,-6.3756461804
01647,3,足寄町,6990,7630,-640,-8.3879423329,1408.04,5,3179,3348,-169,-5.0477897252
01648,3,陸別町,2482,2650,-168,-6.3396226415,608.9,4.1,1128,1135,-7,-0.6167400881
01649,3,浦幌町,4919,5460,-541,-9.9084249084,729.85,6.7,2086,2216,-130,-5.8664259928
01661,3,釧路町,19833,20526,-693,-3.3762057878,252.66,78.5,8119,8098,21,0.2593232897
01662,3,厚岸町,9778,10630,-852,-8.0150517404,739.26,13.2,4115,4278,-163,-3.8101916784
01663,3,浜中町,6061,6511,-450,-6.9113807403,423.63,14.3,2325,2344,-19,-0.8105802048
01664,3,標茶町,7742,8285,-543,-6.554013277,1099.37,7,3281,3365,-84,-2.4962852897
01665,3,弟子屈町,7758,8278,-520,-6.2817105581,774.33,10,3509,3632,-123,-3.3865638767
01667,3,鶴居村,2534,2627,-93,-3.5401598782,571.8,4.4,1026,979,47,4.8008171604
01668,3,白糠町,8068,9294,-1226,-13.1913062191,773.53,10.4,3609,3896,-287,-7.3665297741
01691,3,別海町,15273,15855,-582,-3.6707663198,1319.63,11.6,5997,5862,135,2.3029682702
01692,3,中標津町,23774,23982,-208,-0.8673171545,684.87,34.7,10437,10084,353,3.500595002
01693,3,標津町,5242,5646,-404,-7.1555083245,624.68,8.4,2169,2235,-66,-2.9530201342
01694,3,羅臼町,5415,5885,-470,-7.9864061172,397.72,13.6,2101,2177,-76,-3.4910427193
02201,2,青森市,287648,299520,-11872,-3.9636752137,824.61,348.8,118234,119413,-1179,-0.9873296877
02202,2,弘前市,177411,183473,-6062,-3.3040283856,524.2,338.4,71152,70142,1010,1.4399361296
02203,2,八戸市,231257,237615,-6358,-2.6757570019,305.54,756.9,93750,91917,1833,1.9941904109
02204,2,黒石市,34284,36132,-1848,-5.1145798738,217.05,158,11770,11794,-24,-0.2034933017
02205,2,五所川原市,55181,58421,-3240,-5.5459509423,404.18,136.5,21143,21277,-134,-0.629788034
02206,2,十和田市,63429,66110,-2681,-4.055362275,725.65,87.4,25487,25554,-67,-0.2621898724
02207,2,三沢市,40196,41258,-1062,-2.5740462456,119.87,335.3,16367,16211,156,0.9623095429
02208,2,むつ市,58493,61066,-2573,-4.2134739462,864.16,67.7,24475,24775,-300,-1.2108980827
02209,2,つがる市,33316,37243,-3927,-10.5442633515,253.55,131.4,10984,11473,-489,-4.2621807722
02210,2,平川市,32106,33764,-1658,-4.9105556214,346.01,92.8,10129,10063,66,0.6558680314
02301,3,平内町,11142,12361,-1219,-9.8616616779,217.09,51.3,3971,4198,-227,-5.4073368271
02303,3,今別町,2756,3217,-461,-14.330121231,125.27,22,1277,1379,-102,-7.3966642495
02304,3,蓬田村,2896,3271,-375,-11.4643839804,80.84,35.8,959,1070,-111,-10.3738317757
02307,3,外ヶ浜町,6198,7089,-891,-12.5687685146,230.29,26.9,2577,2789,-212,-7.6012907852
02321,3,鰺ヶ沢町,10126,11449,-1323,-11.5555943751,343.08,29.5,3851,4095,-244,-5.9584859585
02323,3,深浦町,8429,9691,-1262,-13.02239191,488.89,17.2,3304,3532,-228,-6.4552661382
02343,3,西目屋村,1415,1594,-179,-11.2296110414,246.02,5.8,488,570,-82,-14.3859649123
02361,3,藤崎町,15179,16021,-842,-5.2556020223,37.29,407.1,4942,4912,30,0.6107491857
02362,3,大鰐町,9676,10978,-1302,-11.860083804,163.43,59.2,3421,3648,-227,-6.2225877193
02367,3,田舎館村,7783,8153,-370,-4.538206795,22.35,348.2,2382,2406,-24,-0.9975062344
02381,3,板柳町,13935,15227,-1292,-8.4849280883,41.88,332.7,4680,4770,-90,-1.8867924528
02384,3,鶴田町,13392,14270,-878,-6.1527680448,46.43,288.4,4384,4402,-18,-0.4089050432
02387,3,中泊町,11187,12743,-1556,-12.2106254414,216.32,51.7,4118,4370,-252,-5.766590389
02401,3,野辺地町,13524,14314,-790,-5.519072237,81.68,165.6,5565,5766,-201,-3.4859521332
02402,3,七戸町,15709,16759,-1050,-6.2652902918,337.23,46.6,5572,5713,-141,-2.4680553124
02405,3,六戸町,10423,10241,182,1.7771701982,83.89,124.2,3570,3307,263,7.952827336
02406,3,横浜町,4535,4881,-346,-7.0887113296,126.38,35.9,1785,1884,-99,-5.2547770701
02408,3,東北町,17955,19106,-1151,-6.0242855647,326.5,55,5974,6007,-33,-0.5493590811
02411,3,六ヶ所村,10536,11095,-559,-5.038305543,252.68,41.7,4683,4751,-68,-1.4312776258
02412,3,おいらせ町,24222,24211,11,0.0454338937,71.96,336.6,8658,8330,328,3.93757503
02423,3,大間町,5227,6340,-1113,-17.5552050473,52.1,100.3,2152,2636,-484,-18.3611532625
02424,3,東通村,6607,7252,-645,-8.8940981798,295.27,22.4,2578,2710,-132,-4.8708487085
02425,3,風間浦村,1976,2463,-487,-19.772634998,69.55,28.4,823,1096,-273,-24.9087591241
02426,3,佐井村,2148,2422,-274,-11.3129644922,135.04,15.9,906,988,-82,-8.2995951417
02441,3,三戸町,10135,11299,-1164,-10.3017966192,151.79,66.8,3756,3961,-205,-5.1754607422
02442,3,五戸町,17433,18712,-1279,-6.8351859769,177.67,98.1,6123,6177,-54,-0.8742107819
02443,3,田子町,5554,6175,-621,-10.0566801619,241.98,23,2006,2097,-91,-4.3395326657
02445,3,南部町,18312,19853,-1541,-7.7620510754,153.12,119.6,6419,6621,-202,-3.0508986558
02446,3,階上町,14025,14699,-674,-4.5853459419,94.01,149.2,5699,5707,-8,-0.1401787279
02450,3,新郷村,2509,2851,-342,-11.9957909505,150.77,16.6,831,874,-43,-4.9199084668
03201,2,盛岡市,297631,298348,-717,-0.2403233807,886.47,335.7,129718,125096,4622,3.6947624225
03202,2,宮古市,56676,59430,-2754,-4.6340232206,1259.15,45,23387,22509,878,3.9006619574
03203,2,大船渡市,38058,40737,-2679,-6.5763310995,322.5,118,14807,14819,-12,-0.080977124
03205,2,花巻市,97702,101438,-3736,-3.6830379148,908.39,107.6,33799,33774,25,0.0740214366
03206,2,北上市,93511,93138,373,0.4004810067,437.55,213.7,35861,34068,1793,5.263003405
03207,2,久慈市,35642,36872,-1230,-3.3358646127,623.5,57.2,14256,14012,244,1.7413645447
03208,2,遠野市,28062,29331,-1269,-4.3264805155,825.97,34,9973,9888,85,0.8596278317
03209,2,一関市,121583,127642,-6059,-4.7468701525,1256.42,96.8,43046,42633,413,0.968733141
03210,2,陸前高田市,19758,23300,-3542,-15.2017167382,231.94,85.2,7487,7785,-298,-3.8278741169
03211,2,釜石市,36802,39574,-2772,-7.0045989791,440.34,83.6,16860,16094,766,4.7595377159
03213,2,二戸市,27611,29702,-2091,-7.039929971,420.42,65.7,10670,10847,-177,-1.631787591
03214,2,八幡平市,26355,28680,-2325,-8.1066945607,862.3,30.6,9429,9664,-235,-2.431705298
03215,2,奥州市,119422,124746,-5324,-4.2678723165,993.3,120.2,41726,41388,338,0.8166618343
03216,2,滝沢市,55463,53857,1606,2.9819707745,182.46,304,20787,19400,1387,7.1494845361
03301,3,雫石町,16981,18033,-1052,-5.8337492375,608.82,27.9,5508,5543,-35,-0.6314270251
03302,3,葛巻町,6344,7304,-960,-13.143483023,434.96,14.6,2460,2664,-204,-7.6576576577
03303,3,岩手町,13692,14984,-1292,-8.6225306994,360.46,38,4927,5039,-112,-2.2226632268
03321,3,紫波町,32614,33288,-674,-2.024753665,238.98,136.5,10808,10513,295,2.8060496528
03322,3,矢巾町,27678,27205,473,1.7386509833,67.32,411.1,9902,8856,1046,11.8112014453
03366,3,西和賀町,5880,6602,-722,-10.9360799758,590.74,10,2146,2272,-126,-5.5457746479
03381,3,金ケ崎町,15895,16325,-430,-2.6339969372,179.76,88.4,5556,5409,147,2.7176927343
03402,3,平泉町,7868,8345,-477,-5.7159976034,63.39,124.1,2478,2454,24,0.97799511
03441,3,住田町,5720,6190,-470,-7.5928917609,334.84,17.1,2117,2083,34,1.6322611618
03461,3,大槌町,11759,15276,-3517,-23.0230426813,200.42,58.7,4927,5689,-762,-13.3942696432
03482,3,山田町,15826,18617,-2791,-14.9916742762,262.81,60.2,6218,6605,-387,-5.8591975776
03483,3,岩泉町,9841,10804,-963,-8.9133654202,992.36,9.9,4174,4357,-183,-4.2001377094
03484,3,田野畑村,3466,3843,-377,-9.8100442363,156.19,22.2,1292,1309,-17,-1.2987012987
03485,3,普代村,2795,3088,-293,-9.4883419689,69.66,40.1,1103,1042,61,5.8541266795
03501,3,軽米町,9333,10209,-876,-8.5806641199,245.82,38,3318,3343,-25,-0.7478312893
03503,3,野田村,4149,4632,-483,-10.4274611399,80.8,51.3,1516,1578,-62,-3.9290240811
03506,3,九戸村,5865,6507,-642,-9.8662978331,134.02,43.8,1990,2034,-44,-2.1632251721
03507,3,洋野町,16693,17913,-1220,-6.8106961425,302.92,55.1,5959,6120,-161,-2.6307189542
03524,3,一戸町,12919,14187,-1268,-8.9377599211,300.03,43.1,4844,5047,-203,-4.0221914008
04100,1,仙台市,1082159,1045986,36173,3.4582680839,786.3,1376.3,498953,465260,33693,7.241757297
04101,0,仙台市 青葉区,310183,291436,18747,6.4326301486,302.24,1026.3,158562,144125,14437,10.0169991327
04102,0,仙台市 宮城野区,194825,190473,4352,2.284838271,58.19,3348.1,90166,85925,4241,4.9356997381
04103,0,仙台市 若林区,133498,132306,1192,0.9009417562,50.86,2624.8,61963,58914,3049,5.1753403266
04104,0,仙台市 太白区,226855,220588,6267,2.8410430304,228.39,993.3,98456,91526,6930,7.5716189935
04105,0,仙台市 泉区,216798,211183,5615,2.65883144,146.61,1478.7,89806,84770,5036,5.9407809367
04202,2,石巻市,147214,160826,-13612,-8.4638056036,554.58,265.5,56819,57871,-1052,-1.8178362219
04203,2,塩竈市,54187,56490,-2303,-4.0768277571,17.37,3119.6,20519,20396,123,0.6030594234
